owner,address,type,access,default,range,unit,kind,rate_cap,anticipatable,panic,persist,refers,description
mount,port,i,rw,,1..65535,,state,1,no,park,show,,"The port the target listens on. Required, and deliberately without a default for the same reason audio/tracks is: no number could be right for every device, and a mount that guessed would send into the dark and report success. UDP never tells you nobody was listening, so this one has to be right in the document or it is never right at all."
mount,namespace,s,rw,,,,state,1,no,park,show,,"The bundle-relative OSCQuery namespace file describing the target, and EMPTY is the ordinary case for a device somebody typed an address into. Empty declares an OPAQUE device: nothing is published under its prefix, a cue aimed under it is sent exactly as it was written with no coercion and no read-back, and a cue whose wait is verified is refused when the show loads because there is nothing there to ask. A described device is the other half of PRD 3.22 and is unchanged: its nodes are checked, typed and askable."
mount,rateCap,d,rw,50,0..,Hz,state,1,no,park,show,,Default outbound rate cap for the mounted nodes.
mount,anticipatable,T,rw,false,,,state,1,no,park,show,,Whether the mounted nodes may be pre-sent before GO. False for third parties.
mount,panic,s,rw,park,park|snap,,state,1,no,park,show,,Default resting state for the mounted nodes.
mount,loaded,T,r,false,,,state,1,no,park,none,,Whether the namespace file has been read.
mount,nodeCount,i,r,0,,,state,1,no,park,none,,How many nodes the mount contributed.
mount,queryPort,i,rw,0,0..65535,,state,1,no,park,show,,"The port the target answers OSCQuery on, which is a different number from the one it listens for messages on - WFS-DIY takes messages on 8000 and describes itself on 5005. Zero means it was not declared, which is the only honest default: most devices do not run an OSCQuery server at all."
mount,readback,s,rw,none,none|oscquery,,state,1,no,park,show,,"Whether this target can be ASKED what a value is, and how. Transport says how to send and says nothing about the other direction, so without this a cue whose wait is verified against a write-only device is a cue that can never succeed and nothing notices until the show. None is the default because it is true of most devices: OSCQuery was never standardised, and a mounted namespace is usually hand-written for a box that will never answer. A verified cue aimed at a none is refused when the show loads, which is the whole point of declaring it."
mount,sent,i,r,0,,,state,1,no,park,none,,"How many messages have left for this target since the show opened. A readout for a tech rehearsal, and the first thing to establish when a device is not moving and nobody knows whose end is wrong: UDP cannot report delivery, so what Go.dot can honestly say is how many times it sent."
mount,name,s,rw,,,,state,1,no,park,show,,"What the show calls this device - 'Lighting desk', 'The WFS' - which is what a target menu shows and what somebody reads in a list. The prefix stays the address: a name is for people and renaming one must not move a single cue, which is the reason a MIDI port has both too. Empty shows the prefix instead, so a device is never a blank row."
mount,rx,T,rw,false,,,state,1,no,park,show,,"Whether what this device sends is accepted. It is read today by one thing only: with strict senders on, a datagram from a host no declared device holds with rx set is dropped and logged rather than obeyed. What is DONE with what a device sends - a state machine watching it, a desk writing cues into the show - comes later, and the flag is stored now because it is a decision about the rig rather than a thing the machine noticed (PRD 4.10)."
mount,tx,T,rw,true,,,state,1,no,park,show,,"Whether cues aimed at this device are put on the wire. Off, the cue still runs and still lands in the tree and the log - it finishes at once carrying the warning not-sent - so a rehearsal in a room without the desk plays the show instead of printing a column of failures. On is the default because a device somebody declared is a device they mean to talk to."
mount,problem,s,r,,,,state,1,no,park,none,,"Why the engine cannot use this device as it is declared - no usable port, a namespace file it could not read, a transport it cannot speak - in one sentence, and empty when it can. It exists because these refusals were a line on somebody's terminal at startup and nothing else: a device that will never work looked exactly like one that works, in every client, until a cue failed during the show."
network,strictSenders,T,rw,false,,,state,1,no,park,show,,"Whether messages are taken only from the devices this show declares. On, a datagram whose sender is not a declared device with rx set is dropped and written to the log as a refusal naming who sent it; off, which is the default and what Go.dot has always done, anybody who can reach the port is heard. It gates the OSC port alone: a client on the WebSocket is a client rather than a device, and gating those would lock the page and the tablet out of their own engine."
network,refused,i,r,0,0..,,state,1,no,park,none,,"How many datagrams strict senders has dropped since the show opened. The first thing to look at when a surface has gone quiet and nobody knows whose end is wrong: a number that climbs as somebody presses a button says the message is arriving and being refused, which is a different morning from one that never came."
audio,tracks,i,rw,,0..,,state,1,no,park,show,,"How many cues can sound at once - the fixed number of audio tracks, and so the polyphony ceiling. Zero is legal and means a show with no audio. Required, and deliberately without a default: the number is a decision about the shape of a show, and no value here could be right for every rig. WRITABLE since 2026-09-21, because a decision a client cannot state is a decision nobody can take: it was read-only, no command set it, and a show made by File - New therefore declared nought and could never play anything. The graph is built from it when the audio settings are applied, so a change lands at the next apply and not under a running show - which is the same moment a changed buffer size lands."
audio,channelsPerTrack,i,rw,2,1..64,,state,1,no,park,show,,"How many channels one track carries, and so the widest cue this show can play. Two is a stereo file, which is what almost every show is; a six-channel bed or a first-order ambisonic one needs it said. A cue wider than this fails its arm as bad-route rather than being quietly narrowed - PRD 3.9b: width is explicit and never automatic. Fixed when the graph is built and never after, like tracks and for the same reason (3.25), so a show is reopened to change it. It costs: every track carries this many buffers whether a cue uses them or not."
audio,device,s,r,,,,state,1,no,park,none,,"The audio device the engine has open, or empty when there is none."
audio,enabled,T,rw,false,,,state,1,no,park,show,,Open the saved audio interface when this show starts.
audio,deviceType,s,rw,,,,state,1,no,park,show,,Audio driver type selected for this show.
audio,outputDevice,s,rw,,,,state,1,no,park,show,,Output interface selected for this show. Empty selects the system default.
audio,inputDevice,s,rw,,,,state,1,no,park,show,,Input interface selected for this show. Empty disables inputs.
audio,bufferSize,i,rw,0,0..65536,samples,state,1,no,park,show,,Requested buffer size. Zero uses the device default; the granted size is observed.
audio,inputPatch,s,rw,,,,state,1,no,park,show,,Space-separated hardware input indices per logical input. Zero based; -1 disconnects. Empty preserves identity routing.
audio,outputPatch,s,rw,,,,state,1,no,park,show,,Space-separated hardware output indices per logical output. Zero based; -1 disconnects. Empty preserves identity routing.
audio,patchSettled,T,rw,false,,,state,1,no,park,state,,"Whether the output patch has stopped following the output layout one for one. False in a fresh show: the patch stays empty, which the device layer already reads as identity, so every output added, removed, moved or widened simply re-flows it and the designer never touches a matrix. It goes true when somebody edits the patch by hand, and when the first media run launches with audio - after which every output keeps the interface channels it has and a new one takes the next free ones. State rather than show: it records what has happened to this rig, not a decision about what the show plays, so it lands in state.xml beside the standby and does not mark the show unsaved."
audio,settingsStatus,s,r,ready,ready|applying|error,,state,10,no,park,none,,Whether the requested audio settings have finished applying.
audio,settingsRevision,i,r,0,0..,,state,10,no,park,none,,Number of completed audio settings apply operations in this session.
audio,settingsError,s,r,,,,state,10,no,park,none,,Why the most recent audio settings operation failed.
audio,actualSampleRate,i,r,0,0..,Hz,state,1,no,park,none,,The observed device sample rate.
audio,actualBufferSize,i,r,0,0..,samples,state,1,no,park,none,,The buffer size granted by the device.
audio,availableBufferSizes,s,r,,,,state,1,no,park,none,,Space-separated buffer sizes supported by the active interface. Read from the engine-owned device without opening another driver.
audio,testType,i,r,0,0..4,,state,10,no,park,none,,Output test signal: off pink noise tone sweep or pulse.
audio,testChannel,i,r,-1,-1..511,,state,10,no,park,none,,Hardware output under test. Minus one means stopped.
audio,testFrequency,i,r,1000,20..20000,Hz,state,10,no,park,none,,Output test sine frequency.
audio,testLevel,d,r,-40,-92..0,dB,state,10,no,park,none,,Output test level.
audio,testHold,T,r,false,,,state,1,no,park,none,,Output test hold toggle.
audio,hardwareInputs,i,r,0,0..,,state,1,no,park,none,,The number of active hardware input channels.
audio,hardwareOutputs,i,r,0,0..,,state,1,no,park,none,,The number of active hardware output channels.
audio,outputs,i,r,0,0..,,state,1,no,park,none,,How many hardware output channels are available to route to. A cue wider than this is refused when the show loads.
audio,status,s,r,stopped,stopped|running|noClock,,state,5,no,park,none,,"Whether audio is running. An unlocked device is present and producing nothing, which is a different failure from no device at all and wants a different remedy."
bus,name,s,rw,,,,state,50,no,park,show,,The bus name as the designer wrote it. Names are what appear in a dropdown and on a scribble strip; channel numbers are not.
bus,kind,s,rw,direct,direct|mix,,state,1,no,park,show,,"Whether this bus is a direct out - where one cue's own channels land, chosen from that cue's direct-out menu - or a mix channel that many cues send into at a level. The word decides which menu the bus appears in and nothing about the hardware: both kinds are contiguous output channels and both are summing points, so a second cue sent to a direct out is mixed there like anywhere else rather than refused."
bus,firstChannel,i,r,0,0..,,state,1,no,park,show,,"The first hardware output channel this bus occupies, counting from zero. Read-only at the door and maintained by bus.create, bus.delete, bus.move and bus.width, which repack every bus as the running sum of the widths before it: a client that could write this one could leave two buses overlapping, and nothing downstream would notice until a show night. A layout written by hand that is not packed is left exactly as it is and warned about, never rewritten."
bus,width,i,r,1,1..,,state,1,no,park,show,,"How many consecutive channels the bus occupies - one for a mono output, two for a stereo pair, more for a processor send. Explicit and never inferred: the engine will not quietly widen or narrow a cue to make it fit. Read-only at the door and changed by bus.width, which repacks the channels after it."
bus,usage,s,r,,,,state,50,no,park,none,,"The live ranges of this direct out, as cue pairs: the cue that lands on it and the cue whose row that claim is released at, space-separated, one pair after another. Exactly as slot/usage reads, over the same analysis - PRD 3.9c asks for ONE allocator over three resource kinds, and an output channel is the third. Empty for a mix channel, always: many cues arriving at one mix is what a mix is for, so nothing about it is a claim."
bus,overlaps,s,r,,,,state,50,no,park,none,,"The pairs of cues that can both be on this direct out at once, space-separated. A WARNING AND NEVER A REFUSAL (PRD 3.9c) and never a reason to refuse an assignment: two cues on one output sum, which is better than a cue that plays nowhere. Marking either cue-s sharedOut says the sharing was meant and silences that pair - and leaves the menu still marking the out as taken, because which outs carry sound is a fact and only the complaint about it can be answered."
slots,order,s,r,,,,state,50,no,park,none,,"Every slot the show declares, in document order: the processor inputs of every mount, then the rack channels, then the strips of every surface (Phase 6). A VOICE IS NOT IN IT - a track is not an object anybody wrote down, it has no identifier, and Show/Audio/@tracks is a count rather than a list; where a voice is held has been readable at /godot/run/<id>/track since Phase 2. The allocator still treats a track as a slot kind (PRD 3.9e); being one mechanism does not oblige it to be one data structure."
slot,name,s,rw,,,,state,50,no,park,show,,"What the designer called it. PRD 3.9b: the names appear in the dropdown and on the OLED, and the channel numbers do not - -Voix solo- is what somebody wrote down and -input 3- is a fact about a patch that will change."
slot,kind,s,r,processorInput,processorInput|rackChannel|strip,,state,50,no,park,none,,"Which kind of slot this is, derived from the element rather than stored: a Slot under a Mount is a processor input, a Channel under the Rack is a rack channel, and a Strip under a Surface is a strip - the fourth kind, a fader or a pad (PRD 3.9e, 3.16). Derived for the reason cue/kind is - a client that could write it could turn one into the other by writing a word, and the two are released and refused by different policies (PRD 3.9e)."
slot,holder,s,r,,,,state,50,no,park,none,,"The run holding this slot, or empty. Read off the run table rather than kept beside it, the way a busy track is: a second copy of who holds what is a second thing to keep in step, and the one that is wrong is always the copy."
slot,pending,s,r,,,,state,50,no,park,none,,"The runs waiting for this slot, in the order they claimed it. A QUEUE rather than a set, so that who gets it next is read rather than inferred - and the answer is the same on a replay, because the order runs were created in is the order the log made them."
slot,usage,s,r,,,,state,50,no,park,none,,"The live ranges of this slot, as cue pairs: the cue that claims it and the cue whose row the claim is released at, space-separated, one pair after another. The data behind PRD 3.9c-s usage-over-show-time plot, which Phase 5 draws. Read in list order rather than in seconds because a manual list has no time between GOs; inside a timeline or an automatic chain the analysis knows the seconds too and uses them to decide overlap, but a pair of cues is what a plot can draw and a person can read."
slot,overlaps,s,r,,,,state,50,no,park,none,,"The pairs of cues whose live ranges intersect on this slot, space-separated. A WARNING AND NEVER A REFUSAL (PRD 3.9c): the analysis is conservative by design - it reports overlap it cannot prove impossible - so a show with an ambience looping for ever and two cues on one processor input reports an overlap that is correct, unavoidable and completely fine. Marking either cue-s Feed or Insert shared says the sharing was meant and silences that pair."
processorInput,address,s,rw,,,,state,50,no,park,show,,"The address of the input this slot is, under its own mount-s prefix: /wfs/input/3 and not input 3. The parameters underneath it - a position, a send, an LFO rate - are ordinary mounted nodes that an osc cue writes; this says which of them belong to the source a cue claims, which is what stops two cues fighting over one trajectory (PRD 3.9b)."
processorInput,width,i,rw,1,1..,,state,50,no,park,show,,"How many channels the input takes. Explicit and never inferred, like a bus-s: PRD 3.9b refuses a silent downmix or upmix, and a slot is the one destination where width is enforced, because a slot has one and a bus is a summing point that does not care."
processorInput,bus,s,rw,,,,state,50,no,park,show,bus,"The bus that carries audio into this input. A slot is a routing and a claim in one object: the audio reaches the processor through an ordinary bus, and the claim is what keeps a second cue out of the position and the LFO state behind it. Two separate objects would let a show route a cue somewhere it had not claimed."
processorInput,firstChannel,i,rw,0,0..,,state,50,no,park,show,,"Where in that bus this slot-s channels begin, counting from zero. The attribute that makes one wide send ordinary: a rig feeding a twelve-input processor has one twelve-channel bus rather than twelve buses, and the third input is channel two of it. Exactly bus/firstChannel-s idea one level down. firstChannel + width must fit inside the bus, checked when the show loads."
rackChannel,class,s,rw,mono,mono|monoToStereo|stereo,,state,50,no,park,show,,"What this channel takes in and puts out. Stereo-to-mono is deliberately absent (PRD 3.18) and wider comes later. The class is the type a claim is matched against, the way a processor input-s width is."
rackChannel,access,s,rw,exclusive,exclusive|shared,,state,50,no,park,show,,"Whether a cue holds this channel alone. A per-source insert is exclusive and is allocated; a reverb many cues send into is SHARED, which PRD 3.9e says is a bus with a chain rather than a slot - declared and published here, and never claimed."
feed,slot,s,rw,,,,state,50,no,park,show,slot,"The processor input this cue feeds. A cue-s destinations are a list, not a choice (PRD 3.9b): a source into WFS plus a stereo feed to foldback is ordinary, so a Feed sits beside a Route rather than instead of one."
feed,gains,d*,rw,,,,state,50,no,park,show,,"The coefficients from the cue-s channels to the slot-s, row by row, exactly as a route-s are. Its length is the cue-s channel count times the slot-s width, and a length that does not match is refused when the show loads. Required rather than defaulted to an identity: PRD 3.9b says width is explicit and never automatic, and what keeps that from being tedious is copy-assignment and multi-select edit rather than a default that is right until it is not."
feed,shared,T,rw,false,,,state,50,no,park,show,,"This cue is MEANT to share the slot with another. PRD 3.9c-s -allow marking deliberate sharing-: the live-range analysis is conservative by design and reports overlaps it cannot prove impossible, so this is how a designer says of one pair that they considered it. It silences that pair-s warning and nothing else."
feed,cue,s,r,,,,state,50,no,park,none,,"The cue this destination belongs to, derived from where it sits. A Feed is addressed by identity like every other object (§1), so this is how a client that found one gets back to the cue that owns it - the same answer range/cue gives."
send,bus,s,rw,,,,state,50,no,park,show,bus,"The mix channel this send feeds. One Send per bus per cue: a second naming the same one is refused when it is created, because two sends into one mix are a level nobody can read off a fader."
send,level,d,rw,0,-120..12,dB,state,50,no,park,show,,"How loud this cue arrives at that mix channel, on top of the cue-s own level - so a fade on the cue moves every send with it, which is what a designer means by fading a cue. -120 dB is silence rather than a very small number: a send at silence contributes no coefficient at all, and a track with nothing to add costs nothing to mix."
send,on,T,rw,true,,,state,50,no,park,show,,"Whether this send is in the mix. Off contributes nothing and keeps its level, so switching it back on brings back the same send - the press of its rotary on a surface page (author, 2026-09-25). Unlike a send at silence, an off send still says what level it would arrive at."
send,cue,s,r,,,,state,50,no,park,none,,"The cue this send belongs to, derived from where it sits. As feed/cue."
fx,plugin,s,rw,,,,state,50,no,park,show,plugin,"Which entry of the show-s set this cue switches in, by the entry-s id - the id and not the scan-s identifier, because a set may hold one plugin twice and a cue must say which. One Fx per entry per cue: a second naming the same one is refused when it is created, because an entry is on the voice once."
fx,enabled,T,rw,true,,,state,50,no,park,show,,"Whether the plugin is in this cue-s signal. Off keeps the values and takes the plugin out - the click that switches an insert in and out on a page - and costs the voice nothing: a proxy that is off is never signalled."
fx,values,s,rw,,,,state,50,no,park,show,,"The parameter values this cue sets, as index:value pairs space-separated, each value normalised 0..1 as the plugin takes it, and only the parameters somebody changed: one absent rests at the set entry-s preset. Writable whole for a script; a hand writes ONE parameter through the p<n> nodes beneath, one node a parameter, so a rotary-s turn is one address and one undo step (PRD 4.10)."
fx,stateFile,s,rw,,,,state,50,no,park,show,,"The whole state of the plugin for this cue, as a file under the plugins/ folder of the bundle, by name - state/ then the entry-s id and the start of a hash of the bytes - or empty for the preset of the entry. What the own window of the plugin changes that is not a parameter (an impulse response, a sample, a mode) is kept here, captured by the editing helper a moment after the hand stops (author, 2026-09-25); it is loaded onto the voice when the cue is armed, before it may launch, and values sit on top of it. Files are never changed once written, so undo points the row back at an older one. A file and not the bytes, for the reason media/file is."
fx,cue,s,r,,,,state,50,no,park,none,,"The cue this insert belongs to, derived. As send/cue."
fx,name,s,r,,,,state,50,no,park,none,,"The plugin-s name, read off the set entry, so a page can say which insert it is on without a second lookup."
fx,index,i,r,0,0..,,state,50,no,park,none,,"Where the plugin sits in the chain, from nought: its position in plugins/order, which is the order every voice processes in, whatever order this cue-s Fx children sit in."
insert,channel,s,rw,,,,state,50,no,park,show,rackChannel,"The rack channel this cue processes through. In Phase 4 the claim is bookkeeping and changes no sound: the pool and its claims are this phase-s, and the tracks, the sends and the plugins inside a channel are Phase 9-s (PRD 3.18)."
insert,shared,T,rw,false,,,state,50,no,park,show,,"As feed/shared, for an exclusive channel two cues are meant to share."
insert,cue,s,r,,,,state,50,no,park,none,,"The cue this insert belongs to, derived. As feed/cue."
surfaces,order,s,r,,,,state,50,no,park,none,,"The identifiers of the surfaces the show declares, in document order, space-separated. The order matters: a sampler group fills the sampler strips of every surface counted in this order and then by each strip's index, left to right."
surface,name,s,rw,,,,state,50,no,park,show,,"What the show calls this surface - 'The D700', 'Pads by the desk'. A name for people; the profile says what the hardware is."
surface,profile,s,rw,virtual,virtual|mcu|d700|midiPads,,state,50,no,park,show,,"What kind of surface this is, which decides how its strips are driven and what each one has (PRD 3.16: a device profile is topology plus protocol). virtual is the desktop client's own panel and needs no port; mcu is a Mackie Control unit, eight fader strips per port; d700 is the Asparion D700, Mackie plus its native display, colour and rings, eight strips per port; midiPads is a pad controller sending notes with velocity and pressure. Changing it changes how the strips are driven and leaves the strips as they are."
surface,ports,s,rw,,,,state,50,no,park,show,port,"The declared ports this surface is reached through, by identifier, space-separated, in bank order: the first port carries strips one to eight, the second nine to sixteen. The bank is the port and never the message (docs/D700_CONTROL_GUIDE.md 1.1), which is why this is a list. A virtual surface has none."
surface,preset,s,rw,,,,state,50,no,park,show,,"The preset the hardware must be set to for this profile to read it - Mackie for the D700 - written down and shown to the operator, never detected: two presets can differ by one button, and a surface cannot be fingerprinted from its traffic (docs/godot-asparion-d700-protocol-0.1.md 5)."
surface,enabled,T,rw,true,,,state,50,no,park,show,,"Whether the engine drives this surface at all. Off, nothing is sent to it and nothing it sends is heard; its strips still exist and are still filled, so a surface left in the van is still part of the layout the show was written for."
surface,channel,i,rw,0,0..16,,state,50,no,park,show,,"midiPads: the channel the pads send on, one to sixteen, or nought for any."
surface,firstNote,i,rw,36,0..127,,state,50,no,park,show,,"midiPads: the note the first pad sends; the strips follow it upwards, one note each. 36 is where most pad controllers start."
surface,strips,i,r,0,0..,,state,50,no,park,none,,"How many strips this surface has, counted off its Strip children. Read-only because a strip is an object: surface.create makes the ones its profile implies, strip.create adds one, and object.delete takes one away."
surface,connected,T,r,false,,,state,50,no,park,none,,"Whether the engine is talking to this surface tonight: every port it names is bound, with rx and tx on. A virtual surface is always connected, being the client's own. What the machine found and never what anybody decided, so it is published and never stored."
surface,problem,s,r,,,,state,50,no,park,none,,"Why it is not, in one sentence - a port with no device behind it, a port whose rx or tx is off, a profile that names no port - and empty when it is."
surface,serial,s,r,,,,state,50,no,park,none,,"The serial the hardware reported when it was asked who it is, and empty until it has answered. Nothing depends on it; it is the one identifier that survives the operating system renumbering the ports."
strip,surface,s,r,,,,state,50,no,park,none,,"The surface this strip belongs to, derived from where it sits."
strip,index,i,r,0,0..,,state,50,no,park,none,,"Where it sits on its surface, from nought: fader one is index nought. Derived from the element's position among the surface's strips, as a range's index is."
strip,role,s,rw,sampler,sampler|dca,,state,50,no,park,show,,"What this strip is for (PRD 3.9a, 3.27): a sampler strip is filled by whichever sampler group is armed - by the member whose strip row names it, or else automatically in member order across the sampler strips of every surface; a dca strip is pinned to one DCA and never reassigned. The two may be mixed on one surface."
strip,dca,s,rw,,,,state,50,no,park,show,dca,"The DCA a dca strip rides, by identifier. Read only when the role is dca; a dca strip naming nothing says unassigned and moves nothing."
strip,endpoint,s,r,absolute,absolute|gate,,state,50,no,park,none,,"What the strip's hand control is (PRD 3.16): absolute is a fader, whose position is the value; gate is a pad, a press and a release with a velocity at the press. Derived from the surface's profile - midiPads strips are gates and every other profile's are faders - and published so a client draws the right thing and the engine knows how a clip on it starts: a touch on a fader, a press on a pad."
strip,target,s,r,,,,state,50,no,park,none,,"The node this strip is riding now: /godot/dca/<id>/trim for a dca strip, /godot/run/<id>/trim for the run holding a sampler strip, and empty when nothing is on it. A surface or a panel writes THIS address with node.set and holds it with node.touch; it changes at every handover, which is how one fader rides a different sound after a bank change."
strip,word,s,r,free,free|dca|unassigned|armed|pending|playing|held|stopping|closing,,state,50,no,park,none,,"What the strip is doing, in a word for the display and never colour alone (PRD 4.8): free with nothing on it; dca, or unassigned for a dca strip naming no DCA; armed when the member on it is ready and not yet launched; pending while the member waits for the strip or for a voice; playing; held while a pad is down on it; stopping; closing when the group holding it has been taken over and its clip is finishing."
strip,cue,s,r,,,,state,50,no,park,none,,"The member cue on this strip, by identifier - the run holding it, or the first run waiting for it - so a display can show a name and a number. Empty on a dca strip and on a free one."
dcas,order,s,r,,,,state,50,no,park,none,,"The identifiers of the DCAs the show declares, in document order, space-separated."
dca,name,s,rw,,,,state,50,no,park,show,,"What the DCA is called - 'Band', 'Ambiences', 'Everything' - which is what a client and a wide display show."
dca,shortName,s,rw,,,,state,50,no,park,show,,"The name for a seven-character scribble strip, written by somebody rather than cut by the machine (PRD 3.16). Empty, a display cuts the name to its width."
dca,dca,s,rw,,,,state,50,no,park,show,dca,"The DCA this one sits inside, by identifier, or empty at the top. A nested DCA adds its parent's trim to its own (PRD 3.28), so Everything over Band over one guitar is three terms in one sum. A cycle is refused when it is written and when the show loads, because no reading of it says what anything should play at."
dca,trim,d,rw,0,-120..12,dB,state,50,no,park,none,,"The trim this DCA is applying now, in dB, added to the level of every run whose cue is marked with it and of every run under a group so marked. Nought is the resting value and what a show opens with. Never stored: it is what a fader is doing tonight and not a decision about the show (PRD 4.10), which is also why writing it is not undoable. Written with node.set from a strip, a panel or the page, and moved by a fade cue that names this DCA."
plugins,order,s,r,,,,state,50,no,park,none,,"The identifiers of the plugins the show declares, in document order, space-separated - which is the ORDER OF THE CHAIN on every voice: the EQ first, then these in this order, then the output stage of the cue. The inserts of a cue process in this order whatever order its Fx children sit in."
plugin,name,s,rw,,,,state,50,no,park,show,,"What the plugin is called on screen and on a scribble strip - the name the scan gave when it was added, editable since two instances of one plugin in a set want telling apart."
plugin,identifier,s,r,,,,state,50,no,park,show,,"The plugin as the machine knows it: the identifier string of JUCE from the scan, fixed at creation and written only by plugin.create. What this show needs; whether the machine of tonight has it is state."
plugin,format,s,r,,VST3|AU|LV2,,state,50,no,park,show,,"Which kind of plugin it is, from the scan. LV2 is listed and not built (Phase 9b)."
plugin,path,s,r,,,,state,50,no,park,show,,"Where the file was on the machine it was added from. A fact about that machine kept for the operator who has to find it on another; the identifier is what a load resolves by."
plugin,preset,s,rw,,,,state,50,no,park,show,,"The preset the plugin is put into when the show opens: a .vstpreset file under the plugins/ folder of the bundle, by name, or empty for the own defaults of the plugin. Applied once per instance in the child; the own values of a cue sit on top of it, so a parameter a cue does not mention rests at the value of this preset. A file and not the bytes, for the reason media/file is."
plugin,state,s,r,unloaded,unloaded|loading|loaded|missing|failed,,state,5,no,park,none,,"What became of it tonight: unloaded before the graph of the show is built and on a machine with no audio; loading while the child brings its instances up; loaded when every voice has one; missing when the scan does not know the identifier; failed when the child died or stopped answering - and then every voice plays dry through it and nothing calls it until it is restarted."
plugin,problem,s,r,,,,state,5,no,park,none,,"Why it is not loaded, in one sentence - the identifier is not in the scan, the plugin refused N channels, the child died after 8 misses - and empty when it is."
plugin,latencySamples,i,r,0,0..,samples,state,5,no,park,none,,"The delay the plugin itself declares, uncompensated: the proxy declares none and PDC is off, so a cue through this plugin is late by this many samples while it is enabled, on that voice only. Nought until the child reports it."
plugin,paramCount,i,r,0,0..,,state,5,no,park,none,,"How many parameters it has, from the catalogue - the cache from the last time this identifier was loaded on this machine, or the child tonight. Nought when neither has answered; the nodes under param/ count to it."
plugin,stateLoadMs,d,r,0,0..,ms,state,5,no,park,none,,"How long the last whole state of a cue took to load onto a voice of this plugin, in milliseconds: a cue armed at GO rather than in standby is late by about this much. Nought until one has loaded."
plugin,stateProblem,s,r,,,,state,5,no,park,none,,"Why the last whole state of a cue could not load onto a voice - the file is not in the bundle, the plugin refused it - and then that voice plays the preset with the own values of the cue; empty when it loaded."
